127.0.0.1 - - [19/Dec/2022:11:42:04 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:44:32 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4182
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:45:35 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 9873
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:45:35 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4167
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:45:42 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 9967
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:45:42 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:46:29 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10060
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:46:29 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:46:56 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10060
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:46:56 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:47:50 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10060
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:47:50 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:48:34 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10060
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:48:34 +0900] "GET /yh/resources/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:48:34 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4190
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:48:34 +0900] "GET /yh/resources/img/KakaoTalk_20221219_090531943_03.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:49:09 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10060
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:49:09 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4190
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:49:18 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10060
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:49:18 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4167
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:49:28 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10060
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:49:28 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4167
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:49:28 +0900] "GET /yh/resources/css/index.css HTTP/1.1" 200 38262
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:49:28 +0900] "GET /yh/resources/img/KakaoTalk_20221219_090531943_03.png HTTP/1.1" 200 83109
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:50:21 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10060
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:50:21 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4413
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:50:23 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10060
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:50:23 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:50:24 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10060
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:50:24 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4413
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:50:24 +0900] "GET /yh/resources/css/index.css HTTP/1.1" 200 38262
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:50:24 +0900] "GET /yh/resources/img/KakaoTalk_20221219_090531943_03.png HTTP/1.1" 200 83109
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:50:25 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:50:33 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:50:33 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:50:33 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:51:16 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:51:16 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4438
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:51:20 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:51:20 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4438
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:51:20 +0900] "GET /yh/resources/css/index.css HTTP/1.1" 200 38262
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:51:20 +0900] "GET /yh/resources/img/KakaoTalk_20221219_090531943_03.png HTTP/1.1" 200 83109
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:51:20 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:51:26 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:52:28 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:52:28 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4456
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:52:37 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:52:37 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4456
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:52:37 +0900] "GET /yh/resources/css/index.css HTTP/1.1" 200 38262
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:52:37 +0900] "GET /yh/resources/img/KakaoTalk_20221219_090531943_03.png HTTP/1.1" 200 83109
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:52:37 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:52:41 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:53:48 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:53:48 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4413
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:11 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:11 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4412
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:19 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:19 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4387
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:21 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:21 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:30 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:30 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4387
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:55:33 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:55:33 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4446
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:55:47 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:55:47 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4411
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:03 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:45 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:45 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:57:13 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:57:13 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4465
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:57:30 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:57:30 +0900] "GET /yh/resources/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:57:30 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4465
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:57:59 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:57:59 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:58:00 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:58:17 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10062
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:58:17 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4434
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:58:28 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:59:36 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10137
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:59:36 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4502
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:00:01 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10137
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:00:02 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4517
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:00:18 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10137
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:00:18 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4517
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:00:32 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10137
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:00:32 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4517
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:00:52 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10162
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:00:52 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:00:54 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10162
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:00:54 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:00:59 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10162
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:01:00 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:01:25 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10162
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:01:25 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4536
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:01:25 +0900] "GET /yh/resources/img/KakaoTalk_20221219_090531943_03.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:01:33 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10162
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:01:33 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4517
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:01:46 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:02:42 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:02:42 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4434
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:02:43 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:03:05 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:03:05 +0900] "GET /yh/resources/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:04:40 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:04:40 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4382
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:05:03 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:05:03 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4407
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:05:05 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:05:05 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:05:21 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:05:21 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4407
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:05:21 +0900] "GET /yh/resources/css/index.css HTTP/1.1" 200 38262
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:05:22 +0900] "GET /yh/resources/img/KakaoTalk_20221219_090531943_03.png HTTP/1.1" 200 83109
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:05:22 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:05:44 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4437
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:05:48 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:05:48 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:05:49 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:13:05 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:13:06 +0900] "GET /yh/resources/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:13:06 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:13:29 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:13:36 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:13:44 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:13:44 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4452
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:13:44 +0900] "GET /yh/resources/css/index.css HTTP/1.1" 200 38262
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:13:44 +0900] "GET /yh/resources/img/KakaoTalk_20221219_090531943_03.png HTTP/1.1" 200 83109
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:13:44 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:13:56 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:13:56 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4452
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:14:00 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:14:33 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:14:33 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4452
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:14:43 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:14:43 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4452
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:14:57 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:14:57 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4452
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:16:00 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:16:00 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4507
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:16:09 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:16:09 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4507
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:16:15 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:16:15 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4507
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:16:54 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:16:54 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4601
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:16:55 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10103
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:16:55 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:17:05 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10104
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:17:05 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:17:27 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10104
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:17:27 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4600
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:17:33 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:19:19 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10104
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:19:19 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4612
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:19:32 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10104
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:19:32 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:19:32 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:19:40 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:20:05 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10104
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:20:05 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4612
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:20:10 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10104
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:20:10 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4612
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:20:18 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10104
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:20:18 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4612
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:20:26 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10104
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:20:26 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4588
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:20:33 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10104
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:20:33 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4588
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:20:57 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10104
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:20:57 +0900] "GET /yh/resources/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:20:57 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4588
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:21:07 +0900] "GET /yh/resources/views/profile_offsale.jsp HTTP/1.1" 200 10104
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:21:07 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 200 4588
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:22:26 +0900] "GET /yh/resources/views/profile_onsale.jsp HTTP/1.1" 200 11163
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:22:26 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:22:27 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:22:41 +0900] "GET /yh/resources/views/profile_review.jsp HTTP/1.1" 200 8290
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:22:41 +0900] "GET /yh/resources/css/profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:22:41 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:23:42 +0900] "GET /yh/resources/views/header.jsp HTTP/1.1" 200 646
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:23:42 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:25:39 +0900] "GET /yh/resources/views/index.jsp HTTP/1.1" 200 17097
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:25:39 +0900] "GET /yh/resources/css/section.css HTTP/1.1" 200 5612
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:25:39 +0900] "GET /yh/resources/js/section_slide.js HTTP/1.1" 200 216
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:25:39 +0900] "GET /yh/resources/img/KakaoTalk_20221219_090531943_03.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:25:59 +0900] "GET /yh/resources/views/index.jsp HTTP/1.1" 200 17097
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:26:03 +0900] "GET /yh/resources/views/index.jsp HTTP/1.1" 200 17097
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:26:03 +0900] "GET /yh/resources/css/section.css HTTP/1.1" 200 5612
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:26:03 +0900] "GET /yh/resources/css/index.css HTTP/1.1" 200 38236
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:26:03 +0900] "GET /yh/resources/js/section_slide.js HTTP/1.1" 200 216
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:26:03 +0900] "GET /yh/resources/img/%C3%A4%EF%BF%BD%EF%BF%BD.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:26:03 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:26:14 +0900] "GET /yh/resources/views/index.jsp HTTP/1.1" 200 17097
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:26:14 +0900] "GET /yh/resources/css/index.css HTTP/1.1" 200 38235
